"No","COUNTY","Age","Male","Female","Total"
4032,"NYAMIRA",52,1253,1152,2405
4033,"NYAMIRA",53,1118,903,2021
4034,"NYAMIRA",54,1318,1089,2407
4035,"NYAMIRA","50-54",7599,7268,14867
4036,"NYAMIRA",55,1642,1449,3091
4037,"NYAMIRA",56,1894,1945,3839
4038,"NYAMIRA",57,2169,2545,4714
4039,"NYAMIRA",58,1398,1536,2934
4040,"NYAMIRA",59,2101,2179,4280
4041,"NYAMIRA","55-59",9204,9654,18858
4042,"NYAMIRA",60,2282,2508,4790
4043,"NYAMIRA",61,1774,1807,3581
4044,"NYAMIRA",62,1195,1138,2333
4045,"NYAMIRA",63,1286,1377,2663
4046,"NYAMIRA",64,842,934,1776
4047,"NYAMIRA","60-64",7379,7764,15143
4048,"NYAMIRA",65,1366,1674,3040
4049,"NYAMIRA",66,691,710,1401
4050,"NYAMIRA",67,1238,1228,2466
4051,"NYAMIRA",68,564,631,1195
4052,"NYAMIRA",69,978,1279,2257
4053,"NYAMIRA","65-69",4837,5522,10359
4054,"NYAMIRA",70,1214,1766,2980
4055,"NYAMIRA",71,948,956,1904
4056,"NYAMIRA",72,600,577,1177
4057,"NYAMIRA",73,536,471,1007
4058,"NYAMIRA",74,529,653,1182
4059,"NYAMIRA","70-74",3827,4423,8250
4060,"NYAMIRA",75,478,617,1095
4061,"NYAMIRA",76,283,285,568
4062,"NYAMIRA",77,441,452,893
4063,"NYAMIRA",78,266,248,514
4064,"NYAMIRA",79,375,653,1028
4065,"NYAMIRA","75-79",1843,2255,4098
4066,"NYAMIRA",80,398,762,1160
4067,"NYAMIRA",81,277,355,632
4068,"NYAMIRA",82,194,164,358
4069,"NYAMIRA",83,237,228,465
4070,"NYAMIRA",84,226,328,554
4071,"NYAMIRA","80-84",1332,1837,3169
4072,"NYAMIRA",85,189,299,488
4073,"NYAMIRA",86,124,140,264
4074,"NYAMIRA",87,175,198,373
4075,"NYAMIRA",88,109,67,176
4076,"NYAMIRA",89,152,377,529
4077,"NYAMIRA","85-89",749,1081,1830
4078,"NYAMIRA",90,98,224,322
4079,"NYAMIRA",91,67,88,155
4080,"NYAMIRA",92,47,51,98
4081,"NYAMIRA",93,34,43,77
4082,"NYAMIRA",94,42,58,100
4083,"NYAMIRA","90-94",288,464,752
4084,"NYAMIRA",95,66,86,152
4085,"NYAMIRA",96,13,29,42
4086,"NYAMIRA",97,28,22,50
4087,"NYAMIRA",98,24,26,50
4088,"NYAMIRA",99,29,72,101
4089,"NYAMIRA","95-99",160,235,395
4090,"NYAMIRA","100+",52,121,173
4091,"NYAMIRA","Not Stated",1,2,3
4093,"NYANDARUA","Total",282499,289240,571739
4094,"NYANDARUA",0,5907,5979,11886
4095,"NYANDARUA",1,6007,5873,11880
4096,"NYANDARUA",2,6225,6041,12266
4097,"NYANDARUA",3,6378,6271,12649
4098,"NYANDARUA",4,6562,6236,12798
4099,"NYANDARUA","0 - 4",31079,30400,61479
4100,"NYANDARUA",5,6560,6180,12740
4101,"NYANDARUA",6,6505,6555,13060
4102,"NYANDARUA",7,6984,6654,13638
4103,"NYANDARUA",8,6725,6669,13394
4104,"NYANDARUA",9,7643,7423,15066
4105,"NYANDARUA","5-9",34417,33481,67898
4106,"NYANDARUA",10,7564,7073,14637
4107,"NYANDARUA",11,7057,6954,14011
4108,"NYANDARUA",12,8043,7472,15515
4109,"NYANDARUA",13,8230,7822,16052
4110,"NYANDARUA",14,8363,7747,16110
4111,"NYANDARUA","10-14",39257,37068,76325
4112,"NYANDARUA",15,8091,7453,15544
4113,"NYANDARUA",16,7888,7528,15416
4114,"NYANDARUA",17,8083,7222,15305
4115,"NYANDARUA",18,6287,5520,11807
4116,"NYANDARUA",19,6177,5343,11520
4117,"NYANDARUA","15-19",36526,33066,69592
4118,"NYANDARUA",20,4937,4469,9406
4119,"NYANDARUA",21,4529,4199,8728
4120,"NYANDARUA",22,4231,3893,8124
4121,"NYANDARUA",23,3891,3996,7887
4122,"NYANDARUA",24,3362,3643,7005
4123,"NYANDARUA","20-24",20950,20200,41150
4124,"NYANDARUA",25,3720,3554,7274
4125,"NYANDARUA",26,2861,3154,6015
4126,"NYANDARUA",27,3030,3244,6274
4127,"NYANDARUA",28,2725,2969,5694
4128,"NYANDARUA",29,3028,3345,6373
4129,"NYANDARUA","25-29",15364,16266,31630
4130,"NYANDARUA",30,3668,4301,7969
4131,"NYANDARUA",31,2925,3193,6118
4132,"NYANDARUA",32,3588,4279,7867
4133,"NYANDARUA",33,3137,3828,6965
4134,"NYANDARUA",34,3160,3565,6725
4135,"NYANDARUA","30-34",16478,19166,35644
4136,"NYANDARUA",35,4346,4661,9007
4137,"NYANDARUA",36,3052,3499,6551
4138,"NYANDARUA",37,3193,3345,6538
4139,"NYANDARUA",38,2623,3067,5690
4140,"NYANDARUA",39,3059,3383,6442
4141,"NYANDARUA","35-39",16273,17955,34228
4142,"NYANDARUA",40,3553,3774,7327
4143,"NYANDARUA",41,3365,3582,6947
4144,"NYANDARUA",42,3163,3408,6571
4145,"NYANDARUA",43,2770,3079,5849
4146,"NYANDARUA",44,2302,2514,4816
4147,"NYANDARUA","40-44",15153,16357,31510
4148,"NYANDARUA",45,3489,3739,7228
4149,"NYANDARUA",46,2745,3043,5788
4150,"NYANDARUA",47,3044,3201,6245
4151,"NYANDARUA",48,2232,2505,4737
4152,"NYANDARUA",49,2564,2823,5387
4153,"NYANDARUA","45-49",14074,15311,29385
4154,"NYANDARUA",50,2812,3204,6016
4155,"NYANDARUA",51,2338,2490,4828
4156,"NYANDARUA",52,2595,2666,5261
4157,"NYANDARUA",53,1852,2093,3945
4158,"NYANDARUA",54,2133,2375,4508
4159,"NYANDARUA","50-54",11730,12828,24558
4160,"NYANDARUA",55,2354,2424,4778
4161,"NYANDARUA",56,2369,2357,4726
4162,"NYANDARUA",57,1814,2261,4075
4163,"NYANDARUA",58,1662,1749,3411
4164,"NYANDARUA",59,1718,1957,3675
4165,"NYANDARUA","55-59",9917,10748,20665
4166,"NYANDARUA",60,1898,2020,3918
4167,"NYANDARUA",61,1365,1545,2910
4168,"NYANDARUA",62,1349,1271,2620
4169,"NYANDARUA",63,1081,1082,2163
4170,"NYANDARUA",64,712,839,1551
4171,"NYANDARUA","60-64",6405,6757,13162
4172,"NYANDARUA",65,1288,1226,2514
4173,"NYANDARUA",66,872,919,1791
4174,"NYANDARUA",67,1433,1591,3024
4175,"NYANDARUA",68,583,768,1351
4176,"NYANDARUA",69,929,1164,2093
4177,"NYANDARUA","65-69",5105,5668,10773
4178,"NYANDARUA",70,1199,1528,2727
4179,"NYANDARUA",71,859,1048,1907
4180,"NYANDARUA",72,806,931,1737
4181,"NYANDARUA",73,642,770,1412
4182,"NYANDARUA",74,628,850,1478
4183,"NYANDARUA","70-74",4134,5127,9261
4184,"NYANDARUA",75,557,859,1416
4185,"NYANDARUA",76,719,1554,2273
4186,"NYANDARUA",77,455,643,1098
4187,"NYANDARUA",78,291,455,746
4188,"NYANDARUA",79,368,602,970
4189,"NYANDARUA","75-79",2390,4113,6503
4190,"NYANDARUA",80,507,736,1243
4191,"NYANDARUA",81,282,419,701
4192,"NYANDARUA",82,252,307,559
4193,"NYANDARUA",83,365,311,676
4194,"NYANDARUA",84,312,409,721
4195,"NYANDARUA","80-84",1718,2182,3900
4196,"NYANDARUA",85,241,341,582
4197,"NYANDARUA",86,163,282,445
4198,"NYANDARUA",87,176,243,419
4199,"NYANDARUA",88,105,129,234
4200,"NYANDARUA",89,185,345,530
4201,"NYANDARUA","85-89",870,1340,2210
4202,"NYANDARUA",90,127,216,343
4203,"NYANDARUA",91,138,174,312
4204,"NYANDARUA",92,54,102,156
4205,"NYANDARUA",93,48,70,118
4206,"NYANDARUA",94,29,101,130
4207,"NYANDARUA","90-94",396,663,1059
4208,"NYANDARUA",95,47,111,158
4209,"NYANDARUA",96,27,61,88
4210,"NYANDARUA",97,46,75,121
4211,"NYANDARUA",98,27,37,64
4212,"NYANDARUA",99,41,71,112
4213,"NYANDARUA","95-99",188,355,543
4214,"NYANDARUA","100+",71,189,260
4215,"NYANDARUA","Not Stated",4,"-",4
4217,"NYERI","Total",300893,307488,608381
4218,"NYERI",0,5496,5426,10922
4219,"NYERI",1,5507,5512,11019
4220,"NYERI",2,5662,5484,11146
4221,"NYERI",3,5947,5693,11640
4222,"NYERI",4,5971,5703,11674
4223,"NYERI","0 - 4",28583,27818,56401
4224,"NYERI",5,5945,5773,11718
4225,"NYERI",6,6059,5938,11997
4226,"NYERI",7,6290,6070,12360
4227,"NYERI",8,6148,6111,12259
4228,"NYERI",9,6543,6377,12920
4229,"NYERI","5-9",30985,30269,61254
4230,"NYERI",10,6510,6243,12753
4231,"NYERI",11,6037,5974,12011
4232,"NYERI",12,6722,6259,12981
4233,"NYERI",13,6873,6462,13335
4234,"NYERI",14,6720,6081,12801
4235,"NYERI","10-14",32862,31019,63881
4236,"NYERI",15,6649,6278,12927
4237,"NYERI",16,6581,6166,12747
4238,"NYERI",17,7107,6266,13373
4239,"NYERI",18,5873,5095,10968
4240,"NYERI",19,5768,4967,10735
4241,"NYERI","15-19",31978,28772,60750
4242,"NYERI",20,4971,4457,9428
4243,"NYERI",21,4631,4108,8739
4244,"NYERI",22,4325,4033,8358
4245,"NYERI",23,4376,4012,8388
4246,"NYERI",24,3715,3481,7196
4247,"NYERI","20-24",22018,20091,42109
4248,"NYERI",25,3764,3480,7244
4249,"NYERI",26,3120,3236,6356
4250,"NYERI",27,3210,3275,6485
4251,"NYERI",28,2929,3144,6073
4252,"NYERI",29,3320,3552,6872
4253,"NYERI","25-29",16343,16687,33030
4254,"NYERI",30,4154,4404,8558
4255,"NYERI",31,3311,3467,6778
4256,"NYERI",32,4130,4440,8570
4257,"NYERI",33,3671,4036,7707
4258,"NYERI",34,3562,3816,7378
4259,"NYERI","30-34",18828,20163,38991
4260,"NYERI",35,4845,5047,9892
4261,"NYERI",36,3735,3948,7683
4262,"NYERI",37,3920,3983,7903
4263,"NYERI",38,3468,3745,7213
4264,"NYERI",39,3685,4210,7895
4265,"NYERI","35-39",19653,20933,40586
4266,"NYERI",40,4618,4599,9217
4267,"NYERI",41,3842,3921,7763
4268,"NYERI",42,3943,3792,7735
4269,"NYERI",43,3425,3868,7293
4270,"NYERI",44,3190,3379,6569
4271,"NYERI","40-44",19018,19559,38577
4272,"NYERI",45,4354,4360,8714
4273,"NYERI",46,3514,3599,7113
4274,"NYERI",47,3687,3768,7455
4275,"NYERI",48,3170,3066,6236
4276,"NYERI",49,3321,3484,6805
4277,"NYERI","45-49",18046,18277,36323
4278,"NYERI",50,3835,4129,7964
4279,"NYERI",51,3010,3192,6202
4280,"NYERI",52,3333,3637,6970
4281,"NYERI",53,2461,2962,5423
4282,"NYERI",54,3082,3160,6242
4283,"NYERI","50-54",15721,17080,32801
4284,"NYERI",55,3101,3251,6352
4285,"NYERI",56,3079,3108,6187
4286,"NYERI",57,2706,3015,5721
4287,"NYERI",58,2366,2507,4873
4288,"NYERI",59,2456,2668,5124
4289,"NYERI","55-59",13708,14549,28257
4290,"NYERI",60,2723,3078,5801
4291,"NYERI",61,2097,2301,4398
4292,"NYERI",62,1824,1878,3702
4293,"NYERI",63,1438,1601,3039
4294,"NYERI",64,1041,1189,2230
4295,"NYERI","60-64",9123,10047,19170
4296,"NYERI",65,1724,2019,3743
4297,"NYERI",66,1242,1343,2585
4298,"NYERI",67,2263,2448,4711
4299,"NYERI",68,1083,1145,2228
4300,"NYERI",69,1586,1740,3326
4301,"NYERI","65-69",7898,8695,16593
4302,"NYERI",70,2097,2835,4932
4303,"NYERI",71,1524,1759,3283
4304,"NYERI",72,1505,1421,2926
